1	PENN PLZ 10030	40.751098	-73.992926
1	BOND ST 10012	40.726887	-73.994646
1	UNION SQ W 10011	40.735319	-73.99165
1	CHRISTOPHER ST 10014	40.734065	-73.999762
1	HAVEN AVENUE 10032	40.842478	-73.942882
1	PENN PLZ 10032	40.751098	-73.992926
1	WORLD TRADE CTR 10014	40.713281	-74.01282
1	PENN PLZ 10040	40.751098	-73.992926
1	BOGARDUS PLACE 10040	40.858857	-73.929792
1	BRYANT PARK 10001	40.755182	-73.98388
1	W 37TH ST 10018	40.750554	-73.983654
1	PENN PLZ 10018	40.751098	-73.992926
1	UNION SQ W 10011	40.735319	-73.99165
1	EAST   33 STREET 10016	40.74768	-73.984799
1	EAST   35 STREET 10016	40.749009	-73.983831
1	IRVING PL 10003	40.734072	-73.988713
1	PENN PLZ 10001	40.751098	-73.992926
1	SICKLES STREET 10040	40.860277	-73.926996
1	PENN PLZ 10463		
1	MADISON AVENUE 10010	40.740909	-73.987947
1	UNION SQ W 10003	40.735319	-73.99165
1	PENN PLZ 10034	40.751098	-73.992926
1	UNION SQ W 10003	40.735319	-73.99165
1	UNION SQ W 10003	40.735319	-73.99165
1	UNION SQ W 10016	40.735319	-73.99165
1	UNION SQ W 10016	40.735319	-73.99165
1	BRYANT PARK 10036	40.755182	-73.98388
1	DUPONT ST 10016		
1	N D PERLMAN PLACE 10003	40.73279	-73.983568
1	PARKER PLZ 10460		
1	PARKER PLZ 10460		
1	UNION SQ W 10019	40.735319	-73.99165
1	BRYANT PARK 10036	40.755182	-73.98388
1	BRYANT PARK 10036	40.755182	-73.98388
1	JACOBUS PLACE 10463	40.875146	-73.912154
1	PENN PLZ 10468		
1	BRYANT PARK 10036	40.755182	-73.98388
1	BRYANT PARK 10019	40.755182	-73.98388
1	BRYANT PARK 10019	40.755182	-73.98388
1	CENTRE ST 0	40.713001	-74.004181
1	DAG HAMMARSKJOLD PLZ 10451		
1	CENTRE ST 10451	40.843729	-73.788845
1	EAST  161 STREET 10451	40.829035	-73.928497
1	STONE PL 10452		
1	DAG HAMMARSKJOLD PLZ 10454		
1	UNION SQ W 10024	40.735319	-73.99165
1	UNION SQ W 10024	40.735319	-73.99165
1	ELM ST 10024		
1	DUPONT ST 10024		
1	CENTRE ST 10454	40.843729	-73.788845
1	DUPONT ST 10024		
1	DUPONT ST 10024		
1	DUPONT ST 10024		
1	DUPONT ST 10024		
1	TIME WARNER CTR 10019	40.768411	-73.982769
1	METROTECH CTR N 10036		
1	W 54TH ST 10019	40.761252	-73.975854
1	PENN PLZ 10022	40.751098	-73.992926
1	EAST   55 STREET 10022	40.761575	-73.97467
1	P.O. BOX 1005 10022		
1	BRYANT PARK 10017	40.755182	-73.98388
1	BRYANT PARK 10017	40.755182	-73.98388
1	UNION SQ W 10022	40.735319	-73.99165
1	BRYANT PARK 10022	40.755182	-73.98388
1	GATEWAY PLZ 10455		
1	UNION SQ W 10022	40.735319	-73.99165
1	MITCHELL PLACE 10017	40.753276	-73.966332
1	E 60TH ST 10065	40.764802	-73.972308
1	E 65TH ST 10065	40.767928	-73.970036
1	E 70TH ST 10021	40.771054	-73.967749
1	DUPONT ST 10075		
1	GATEWAY PLZ 10474		
1	IRVING PL 10065	40.734072	-73.988713
1	UNION SQ W 10021	40.735319	-73.99165
1	INTERNATIONAL PL 10017		
1	PENN PLZ 10468		
1	DAG HAMMARSKJOLD PLZ 11221		
1	PENN PLZ 10472		
1	HANA LN 10462		
1	METROTECH CTR N 11215	40.693463	-73.987227
1	12 ST EXTENSION 11215	40.672027	-73.99748
1	METROTECH CTR N 11215	40.693463	-73.987227
1	WORLD TRADE CTR 0		
1	E 91ST ST 10128	40.784621	-73.957856
1	PROSPECT PARK W 11215	40.672361	-73.970566
1	PENN PLZ 10467		
1	METROTECH CTR N 11238	40.693463	-73.987227
1	METROTECH CTR N 10469		
1	WILSON BLOCK 10456		
1	GRAND ARMY PLAZA 11238	40.673566	-73.968719
1	METROTECH CTR N 10461		
1	ANGELAS PLACE 10465	40.812499	-73.824318
1	PENNYFIELD AVENUE 10465	40.809183	-73.802082
1	PENN PLZ 11213		
1	PENN PLZ 10471		
1	WORLD TRADE CTR 11201		
1	POLICE PLZ 11201		
1	PIERREPONT ST 11201	40.696574	-73.997032
1	METROTECH CTR N 11201	40.693463	-73.987227
1	METROTECH CTR N 11201	40.693463	-73.987227
1	TIFFANY PL 11231	40.687179	-74.000671
1	CENTRE ST 11225		
1	DAG HAMMARSKJOLD PLZ 11221		
1	DAG HAMMARSKJOLD PLZ 11221		
1	POLICE PLZ 0		
1	METROTECH CTR N 11217	40.693463	-73.987227
1	CARLTON AVE 11205	40.697702	-73.973739
1	REWE ST 11211	40.715721	-73.933492
